500, 5, 5, 5, 1, 0.0166667
500, 5, 5, 5, 4, 0.1
500, 5, 5, 5, 7, 0.116667
500, 5, 5, 5, 10, 0.133333
500, 5, 5, 5, 13, 0.2
500, 5, 5, 5, 16, 0.216667
1000, 5, 5, 5, 1, 0.0833333
1000, 5, 5, 5, 3, 0.1
1000, 5, 5, 5, 5, 0.116667
1000, 5, 5, 5, 7, 0.15
1000, 5, 5, 5, 9, 0.183333
1000, 5, 5, 5, 11, 0.15
1000, 5, 5, 5, 13, 0.2
1500, 5, 5, 5, 1, 0.0833333
1500, 5, 5, 5, 3, 0.0166667
1500, 5, 5, 5, 5, 0.116667
1500, 5, 5, 5, 7, 0.216667
1500, 5, 5, 5, 9, 0.233333
1500, 5, 5, 5, 11, 0.233333
2000, 5, 5, 5, 1, 0.15
2000, 5, 5, 5, 3, 0.0666667
2000, 5, 5, 5, 5, 0.2
2000, 5, 5, 5, 7, 0.1
2000, 5, 5, 5, 9, 0.133333
2500, 5, 5, 5, 1, 0.116667
2500, 5, 5, 5, 3, 0
2500, 5, 5, 5, 5, 0.1
2500, 5, 5, 5, 7, 0.166667
2500, 5, 5, 5, 9, 0.0833333
3000, 5, 5, 5, 1, 0.116667
3000, 5, 5, 5, 2, 0.0666667
3000, 5, 5, 5, 3, 0.0666667
3000, 5, 5, 5, 4, 0.0166667
3000, 5, 5, 5, 5, 0.0666667
3000, 5, 5, 5, 6, 0.0333333
3000, 5, 5, 5, 7, 0.15
3500, 5, 5, 5, 1, 0.0666667
3500, 5, 5, 5, 2, 0.0166667
3500, 5, 5, 5, 3, 0.0666667
3500, 5, 5, 5, 4, 0
3500, 5, 5, 5, 5, 0.0333333
3500, 5, 5, 5, 6, 0.1
4000, 5, 5, 5, 1, 0.1
4000, 5, 5, 5, 2, 0.0333333
4000, 5, 5, 5, 3, 0.05
4000, 5, 5, 5, 4, 0
4000, 5, 5, 5, 5, 0.116667
4000, 5, 5, 5, 6, 0.166667
4500, 5, 5, 5, 1, 0.0666667
4500, 5, 5, 5, 2, 0.0166667
4500, 5, 5, 5, 3, 0.0666667
4500, 5, 5, 5, 4, 0.116667
4500, 5, 5, 5, 5, 0.133333
4500, 5, 5, 5, 6, 0.133333
