-0.337485, -0.7878, -0.515242
-0.909192, -0.413124, -0.0519537
-0.151823, -0.940126, 0.305144
-0.786902, 0.604716, 0.122897
0.0318856, -0.37341, -0.927118
-0.439233, 0.589485, -0.677925
-0.642847, 0.392417, -0.657843
-0.735737, 0.671511, 0.0881098
-0.52848, 0.0857489, 0.844604
-0.464871, 0.468675, -0.751158
-0.972689, 0.219245, -0.0762057
-0.434673, 0.216037, -0.874293
-0.722474, -0.685653, 0.0889502
-0.574393, 0.389327, -0.720068
-0.871758, 0.148588, 0.466862
-0.0611226, -0.9981, 0.00773816
-0.245617, -0.637299, -0.730426
0.176349, -0.984304, -0.0067602
-0.783334, 0.116815, 0.610526
-0.431834, -0.864541, -0.257077
-0.184677, -0.976297, 0.112867
-0.468652, -0.861201, 0.196718
0.931171, 0.135929, 0.338296
0.537554, -0.118465, -0.834866
0.579737, -0.807296, -0.110357
0.874665, 0.473222, -0.10499
-0.990453, 0.128066, -0.0510021
0.480168, -0.38349, -0.788907
0.638322, 0.417768, 0.646541
0.838333, 0.527136, 0.139015
-0.681369, 0.701364, -0.209342
-0.43664, 0.0942536, 0.894685
-0.707595, 0.0433652, 0.705286
-0.196815, -0.758749, -0.620938
-0.65173, 0.752248, -0.0968105
0.681979, 0.60932, 0.404516
0.27181, -0.951364, 0.145003
0.646143, 0.618069, 0.447761
0.766544, 0.581448, 0.272631
0.175554, -0.505108, -0.845013
-0.310911, -0.839633, 0.445366
-0.0819034, -0.619152, -0.780988
0.0495259, -0.469244, -0.881679
-0.0470033, -0.997245, 0.0573857
0.0830719, -0.607607, -0.789881
0.812895, 0.550777, 0.189331
-0.109137, -0.656196, -0.746657
0.804215, -0.227604, -0.549031
0.558771, -0.564242, -0.607788
0.112853, -0.654456, -0.74763
-0.689803, 0.711896, -0.13182
-0.349836, -0.231421, 0.907777
-0.473431, -0.376079, 0.79651
-0.438522, -0.0975314, 0.893413
-0.277965, -0.183375, 0.942926
-0.581511, 0.747678, -0.320659
-0.408412, 0.613824, -0.675589
-0.500864, 0.662386, -0.557117
-0.877753, 0.397875, 0.266919
-0.70454, 0.690326, 0.16454
