-0.19429, 0.980944
-0.885475, 0.464687
-0.977852, -0.209297
-0.855625, 0.517596
-0.979635, -0.200788
-0.673371, 0.739304
-0.832123, -0.55459
-0.820268, 0.57198
0.157435, 0.987529
0.606364, 0.795187
0.897139, -0.441748
0.985915, -0.167247
0.942611, -0.333894
0.999622, 0.0275105
0.653289, 0.757109
-0.809115, -0.58765
-0.116072, -0.993241
0.933061, 0.359718
0.182984, -0.983116
-0.515622, -0.856816
-0.237807, -0.971312
0.849921, -0.52691
0.908735, -0.417375
0.814005, -0.580858
0.923878, -0.382688
-0.252755, 0.96753
-0.648137, 0.761524
-0.422921, 0.906167
-0.538046, -0.842915
-0.165693, 0.986177
0.987507, -0.157575
0.944778, -0.327711
-0.0546457, -0.998506
-0.131519, -0.991314
0.0553481, -0.998467
-0.404269, -0.91464
-0.926834, -0.375471
-0.629953, -0.776633
0.961648, 0.274287
0.910068, 0.414459
0.73398, 0.679171
-0.932462, -0.361269
0.306325, 0.951927
-0.599433, 0.800425
0.463441, 0.886128
-0.787089, 0.61684
-0.642464, -0.766316
-0.736245, 0.676715
-0.965563, -0.260168
-0.974618, 0.223875
-0.45651, 0.889718
-0.400128, 0.916459
-0.457938, 0.888984
-0.8438, 0.536658
0.0163006, 0.999867
-0.999187, 0.0403196
0.86294, 0.505307
0.477893, 0.878418
0.992036, 0.125956
-0.848871, -0.528601
