0.363168, 1.50115, 2.3879
1.37289, 2.57356, 4.18412
0.989557, 1.76693, 2.21999
1.00499, 3.21071, 5.12841
0.233997, 0.325858, 0.452187
2.41442, 4.45097, 4.74389
1.18616, 2.98796, 3.64035
1.55691, 2.44976, 2.72684
0.469055, 1.56387, 2.78173
3.55393, 4.68944, 5.3429
1.17142, 1.32893, 1.38898
1.01341, 3.38178, 4.15072
1.07828, 2.31952, 2.96565
0.241649, 0.383202, 1.11131
1.04651, 2.77414, 3.53205
0.0756658, 0.40036, 0.636318
0.347337, 0.536548, 0.840401
0.3569, 0.649998, 0.748643
0.627818, 0.740181, 0.971885
0.671108, 1.14421, 1.61778
1.37045, 1.96269, 2.21315
0.166806, 0.551214, 0.903446
0.142943, 1.77263, 2.17931
0.217212, 0.731335, 1.92276
0.422818, 2.3545, 3.27711
1.87909, 2.17584, 3.11339
0.755907, 1.81334, 3.33379
0.215343, 1.20079, 1.65874
1.93055, 2.8376, 4.29279
1.52199, 1.64051, 1.84707
1.33321, 2.25853, 2.78456
0.747939, 2.47259, 4.10958
0.549516, 1.22664, 2.18865
1.61133, 3.86241, 4.54058
0.889591, 2.35739, 3.04473
1.65009, 3.13221, 3.40774
0.554718, 2.44917, 4.37097
1.87515, 2.71348, 3.12606
1.04318, 1.75929, 3.44728
0.323496, 1.71352, 2.8547
0.214287, 0.685024, 1.18573
0.630498, 0.840681, 1.0927
0.989307, 1.4023, 1.59248
0.728036, 0.912227, 1.21645
0.470867, 1.86711, 2.4249
1.72066, 3.60096, 3.91783
0.339111, 1.59523, 2.79202
0.030032, 0.336212, 0.533866
2.53081, 3.30121, 3.35379
0.256482, 0.569389, 1.69824
0.412721, 0.742725, 1.17765
0.471127, 1.17953, 1.36877
0.522099, 1.05423, 1.72164
0.596092, 0.900938, 1.45142
0.568937, 0.966668, 1.39832
0.412447, 0.716959, 1.68911
0.379876, 0.945871, 1.65846
0.262026, 1.12246, 2.87899
0.784959, 0.944126, 1.35159
0.972961, 1.82572, 2.14605
